TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2026,1,16,10,0,10XX DAVIE ST,West End,490551.2407,5458534.0784
Mischief,2026,2,9,6,0,10XX DAVIE ST,West End,490554.0702,5458531.2883
Mischief,2026,2,2,1,45,10XX E 55TH AVE,Sunset,493834.6576,5451896.3549
Mischief,2026,1,7,2,19,10XX GRANVILLE ST,Central Business District,491000.4619,5458448.7923
Mischief,2026,1,12,16,23,10XX GRANVILLE ST,Central Business District,491020.1578,5458468.9291
Mischief,2026,1,23,23,28,12XX HOWE ST,Central Business District,490632.7791,5458236.7813
Mischief,2026,1,3,19,0,12XX KOOTENAY ST,Hastings-Sunrise,498105.0305,5457926.7944
Mischief,2026,1,27,5,5,12XX MAIN ST,Central Business District,492717.5935,5457900.511
Mischief,2026,1,24,23,45,12XX ROBSON ST,West End,490740.6514,5459287.6289
Mischief,2026,1,27,17,0,12XX ROBSON ST,West End,490740.6514,5459287.6289
Break and Enter Residential/Other,2026,1,30,14,22,X W HASTINGS ST,Central Business District,492391.6827,5458762.5805
Homicide,2026,1,20,0,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
Mischief,2026,2,7,5,15,10XX ALBERNI ST,West End,491141.1181,5459040.4392
Mischief,2026,2,8,5,0,11XX W HASTINGS ST,Central Business District,491225.5158,5459497.4916
Mischief,2026,2,6,2,30,11XX W HASTINGS ST,Central Business District,491284.5833,5459472.1826
Mischief,2026,1,19,1,45,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
Mischief,2026,1,30,18,0,12XX BARCLAY ST,West End,490567.8497,5459142.5978
Mischief,2026,1,1,5,10,12XX BUTE ST,West End,490271.2664,5458754.7897
Mischief,2026,1,25,10,12,12XX DAVIE ST,West End,490299.0267,5458800.9204
Mischief,2026,1,12,9,27,12XX E 64TH AVE,Sunset,494045.1604,5451028.1468
Mischief,2026,1,21,3,59,12XX E HASTINGS ST,Strathcona,494265.1864,5458714.0892
Mischief,2026,1,18,1,0,12XX GARDEN DR,Grandview-Woodland,495779.2304,5457815.4651
Mischief,2026,1,19,14,27,12XX HORNBY ST,Central Business District,490575.9013,5458314.8358
Mischief,2026,2,9,20,55,16XX BAYSHORE DR,Central Business District,490456.9412,5459921.0532
Mischief,2026,1,4,14,0,16XX COMMERCIAL DR,Grandview-Woodland,494927.9168,5457487.0523
Mischief,2026,2,6,18,41,16XX COMMERCIAL DR,Grandview-Woodland,494927.9168,5457487.0523
Mischief,2026,2,7,23,14,16XX COMMERCIAL DR,Grandview-Woodland,494927.9168,5457487.0523
Mischief,2026,1,27,16,0,11XX CLARK DR,Strathcona,494372.8385,5458009.0816
Mischief,2026,1,27,6,43,11XX CONNAUGHT DR,Shaughnessy,490532.8977,5454544.3895
Mischief,2026,1,8,19,45,11XX DAVIE ST,West End,490302.794,5458784.2103
Mischief,2026,2,3,4,30,11XX E PENDER ST,Strathcona,494185.0526,5458593.7961
Mischief,2026,1,24,16,20,11XX GRANVILLE ST,Central Business District,490857.0083,5458316.5131
Mischief,2026,2,5,12,0,11XX GRANVILLE ST,Central Business District,490864.1779,5458323.7208
Mischief,2026,1,11,18,0,11XX GRANVILLE ST,Central Business District,490923.6078,5458383.4658
Mischief,2026,2,2,16,30,14XX WESTERN ST,Strathcona,492777.8109,5457764.1913
Mischief,2026,1,30,18,50,15XX COMMERCIAL DR,Grandview-Woodland,494939.2888,5457604.3799
Mischief,2026,2,9,22,0,15XX E 13TH AVE,Kensington-Cedar Cottage,494715.773,5456221.2085
Mischief,2026,1,31,17,0,15XX E 41ST AVE,Victoria-Fraserview,494653.5548,5453318.3995
Mischief,2026,1,23,10,0,15XX E 5TH AVE,Grandview-Woodland,494753.1613,5457034.3679
Mischief,2026,2,10,14,14,15XX E 8TH AVE,Grandview-Woodland,494651.4344,5456722.975
Mischief,2026,1,27,19,49,15XX HARO ST,West End,490350.0316,5459507.3453
Mischief,2026,1,8,22,30,15XX HARO ST,West End,490350.3292,5459507.0402
Mischief,2026,1,5,23,4,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092
Mischief,2026,1,7,3,0,15XX MAIN ST,Mount Pleasant,492697.8332,5457658.4092
Mischief,2026,1,9,4,48,15XX SW MARINE DR,Marpole,489644.1625,5450645.3004
Mischief,2026,1,6,19,0,15XX W 10TH AVE,Fairview,489826.404,5456659.8028
Mischief,2026,1,17,19,0,15XX W 10TH AVE,Fairview,489910.8114,5456657.6549
Mischief,2026,1,31,0,0,15XX W 11TH AVE,Fairview,489915.7843,5456554.2151
Mischief,2026,1,1,19,30,15XX W 33RD AVE,Shaughnessy,489746.8638,5454352.4347
Mischief,2026,2,3,9,0,18XX W BROADWAY AVE,Kitsilano,489343.6969,5456787.169
Mischief,2026,2,2,17,37,10XX SEE EM IA LANE,West End,490641.6523,5458535.4476
Mischief,2026,2,10,14,40,10XX STATION ST,Strathcona,492837.9334,5458068.2097
Mischief,2026,1,12,16,30,10XX TED_NORTHE LANE,West End,490876.3807,5458774.0976
Mischief,2026,2,8,16,7,10XX VENABLES ST,Strathcona,493993.8954,5458229.2921
Mischief,2026,1,31,18,0,10XX W 8TH AVE,Fairview,490781.5533,5456843.87
Mischief,2026,2,4,11,33,10XX W GEORGIA ST,Central Business District,491087.1035,5459191.5547
Mischief,2026,2,5,10,0,13XX E 20TH AVE,Kensington-Cedar Cottage,494330.7867,5455538.4278
Mischief,2026,2,5,18,0,13XX E 59TH AVE,Sunset,494283.0064,5451511.2507
Mischief,2026,1,2,4,0,13XX GRAVELEY ST,Grandview-Woodland,494429.5438,5457540.5133
Mischief,2026,1,4,7,0,13XX RICHARDS ST,Central Business District,490847.0245,5458008.7289
Mischief,2026,1,18,10,24,13XX SEYMOUR ST,Central Business District,490764.7011,5458062.7558
Mischief,2026,1,22,22,0,13XX SEYMOUR ST,Central Business District,490781.209,5458080.8979
Mischief,2026,1,4,7,22,13XX VENABLES ST,Grandview-Woodland,494413.3985,5458229.4186
Mischief,2026,1,27,5,47,13XX VENABLES ST,Grandview-Woodland,494463.5058,5458219.3764
Mischief,2026,1,20,8,58,16XX W 52ND AVE,Kerrisdale,489676.0777,5452374.9826
Mischief,2026,1,18,12,34,16XX W BROADWAY AVE,Fairview,489666.849,5456768.5728
Mischief,2026,2,7,14,3,17XX BARCLAY ST,West End,490103.0211,5459601.1709
Mischief,2026,1,19,17,0,17XX COMMERCIAL DR,Grandview-Woodland,494935.8936,5457422.5516
Mischief,2026,1,1,4,43,14XX COMMERCIAL DR,Grandview-Woodland,494931.2825,5457670.9954
Mischief,2026,1,3,10,20,14XX CONTINENTAL ST,Central Business District,490514.9528,5458054.571
Mischief,2026,2,4,22,0,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494651.413,5455078.7975
Mischief,2026,1,3,11,32,14XX GRANT ST,Grandview-Woodland,494519.4895,5457633.637
Mischief,2026,1,27,10,0,14XX GRANVILLE ST,Central Business District,490524.4017,5457970.2186
Mischief,2026,1,14,6,45,14XX HARO ST,West End,490465.3956,5459393.1506
Mischief,2026,2,8,14,30,14XX KITCHENER ST,Grandview-Woodland,494619.1638,5457719.7765
Mischief,2026,1,22,6,30,14XX MAIN ST,Strathcona,492736.9052,5457855.9456
Mischief,2026,1,22,6,0,14XX QUEBEC ST,Central Business District,492586.5863,5457740.9297
Mischief,2026,2,11,18,0,14XX SW MARINE DR,Marpole,489871.5258,5450195.2692
Mischief,2026,2,11,13,30,14XX W 37TH AVE,Shaughnessy,489935.079,5453918.0497
Mischief,2026,1,22,15,25,14XX W 72ND AVE,Marpole,489964.2241,5450333.2012
Mischief,2026,2,2,10,0,14XX W 7TH AVE,Fairview,489958.692,5456966.1931
Mischief,2026,2,6,5,19,17XX W 7TH AVE,Fairview,489570.1095,5456967.0119
Mischief,2026,2,2,22,30,17XX WILLIAM ST,Grandview-Woodland,494947.2839,5457908.1063
Mischief,2026,2,2,12,0,17XX WILLIAM ST,Grandview-Woodland,494978.238,5457916.8117
Mischief,2026,1,26,18,0,18XX ADANAC ST,Grandview-Woodland,495056.9832,5458316.6393
Mischief,2026,1,31,1,15,18XX KINGSWAY AVE,Kensington-Cedar Cottage,495105.4779,5454823.9978
Mischief,2026,1,23,2,0,18XX NAPIER ST,Grandview-Woodland,495155.4229,5458007.732
Mischief,2026,1,20,21,41,18XX ROBSON ST,West End,490069.9569,5459951.9127
Mischief,2026,1,23,12,45,12XX THURLOW ST,West End,490441.8391,5458624.535
Mischief,2026,1,31,19,30,12XX VICTORIA DR,Grandview-Woodland,495226.7994,5457869.1754
Mischief,2026,1,27,13,3,12XX W 12TH AVE,Fairview,490310.2121,5456442.0908
Mischief,2026,2,1,22,54,12XX W CORDOVA ST,Central Business District,490999.681,5459695.0485
Mischief,2026,1,30,20,45,12XX W GEORGIA ST,West End,490877.0188,5459385.9862
Mischief,2026,2,2,12,32,13XX BURRARD ST,Central Business District,490446.4355,5458325.5382
Mischief,2026,1,13,19,0,13XX E 11TH AVE,Kensington-Cedar Cottage,494369.4579,5456415.2655
Mischief,2026,1,18,23,0,1XX AQUARIUS MEWS,Central Business District,491355.3675,5457878.367
Mischief,2026,1,4,4,50,1XX CASSIAR ST,Hastings-Sunrise,497759.3912,5459009.7155
Mischief,2026,1,16,23,0,1XX DUNLEVY AVE,Strathcona,493073.5146,5459006.3924
Mischief,2026,1,10,22,0,1XX DUNSMUIR ST,Central Business District,491997.8588,5458514.9581
Mischief,2026,1,25,16,20,1XX E 1ST AVE,Mount Pleasant,492580.4465,5457487.8676
Mischief,2026,2,10,18,0,1XX E 62ND AVE,Sunset,492409.3683,5451265.6873
Mischief,2026,1,21,10,2,1XX E 63RD AVE,Sunset,492403.796,5451167.2037
Mischief,2026,1,19,19,0,1XX E 64TH AVE,Sunset,492425.685,5451072.6285
Mischief,2026,1,19,19,30,1XX E 64TH AVE,Sunset,492491.936,5451071.5183
Mischief,2026,1,20,10,0,1XX E CORDOVA ST,Central Business District,492651.1896,5458850.2218
Mischief,2026,2,1,22,57,1XX E CORDOVA ST,Central Business District,492678.5902,5458840.1153
Mischief,2026,1,6,16,7,1XX E GEORGIA ST,Central Business District,492742.3504,5458433.1357
Mischief,2026,1,8,6,34,1XX E HASTINGS ST,Central Business District,492702.7217,5458743.5256
Mischief,2026,1,28,12,33,1XX E HASTINGS ST,Central Business District,492702.7217,5458743.5256
Mischief,2026,1,16,12,49,1XX E PENDER ST,Central Business District,492565.8345,5458632.4699
Mischief,2026,1,24,13,30,1XX E PENDER ST,Central Business District,492591.6148,5458640.6254
Mischief,2026,1,23,20,45,1XX JACKSON AVE,Strathcona,493218.7074,5459025.2009
Mischief,2026,1,27,9,45,1XX JACKSON AVE,Strathcona,493218.7074,5459025.2009
Mischief,2026,1,19,9,15,1XX JACKSON AVE,Strathcona,493218.8152,5459028.7416
Mischief,2026,2,7,7,38,1XX KEEFER PL,Central Business District,492123.7934,5458571.8474
Mischief,2026,1,30,5,54,16XX E 1ST AVE,Grandview-Woodland,494856.0732,5457431.2335
Mischief,2026,2,10,8,0,16XX E 8TH AVE,Grandview-Woodland,494788.4208,5456720.4654
Mischief,2026,2,10,10,12,16XX E BROADWAY AVE,Grandview-Woodland,494869.7445,5456625.7217
Mischief,2026,2,10,15,5,16XX E BROADWAY AVE,Grandview-Woodland,494869.7445,5456625.7217
Mischief,2026,1,29,17,0,16XX E BROADWAY AVE,Grandview-Woodland,494873.6507,5456625.6677
Mischief,2026,1,25,13,39,16XX E GEORGIA ST,Grandview-Woodland,494716.3565,5458414.5251
Mischief,2026,1,25,0,30,16XX E GEORGIA ST,Grandview-Woodland,494719.6095,5458414.47
Mischief,2026,1,25,2,30,16XX E GEORGIA ST,Grandview-Woodland,494719.6095,5458414.47
Mischief,2026,1,25,11,8,16XX E GEORGIA ST,Grandview-Woodland,494719.6095,5458414.47
Mischief,2026,1,25,1,30,16XX E GEORGIA ST,Grandview-Woodland,494753.8349,5458413.9021
Mischief,2026,1,7,0,0,16XX MANITOBA ST,Mount Pleasant,492238.2368,5457555.9332
Mischief,2026,1,9,2,49,16XX MANITOBA ST,Mount Pleasant,492238.3538,5457603.3647
Mischief,2026,1,17,2,0,16XX NELSON ST,West End,490092.8195,5459451.9609
Mischief,2026,2,11,3,0,1XX W 8TH AVE,Mount Pleasant,492175.1022,5456784.4681
Mischief,2026,1,12,14,57,1XX W CORDOVA ST,Central Business District,492199.7187,5458917.93
Mischief,2026,2,12,14,23,1XX W HASTINGS ST,Central Business District,492186.0179,5458821.0484
Mischief,2026,1,31,20,0,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Mischief,2026,2,2,3,35,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Mischief,2026,2,11,9,30,1XX W PENDER ST,Central Business District,492073.212,5458730.2581
Mischief,2026,1,9,17,31,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Mischief,2026,2,9,9,0,1XX W PENDER ST,Central Business District,492074.1894,5458729.9836
Mischief,2026,1,19,17,0,1XX W PENDER ST,Central Business District,492090.5951,5458725.3761
Mischief,2026,2,8,13,30,1XX W PENDER ST,Central Business District,492106.9984,5458720.7653
Mischief,2026,1,25,14,6,1XX W WOODSTOCK AVE,Riley Park,492074.1285,5453449.5876
Mischief,2026,2,2,18,0,19XX ADANAC ST,Grandview-Woodland,495232.2813,5458304.8078
Mischief,2026,1,5,2,0,19XX BARCLAY ST,West End,489821.7922,5459878.95
Mischief,2026,1,6,18,0,19XX GRAVELEY ST,Grandview-Woodland,495286.7171,5457528.9993
Mischief,2026,1,18,0,30,19XX MCNICOLL AVE,Kitsilano,489249.7696,5458168.7072
Mischief,2026,1,27,0,30,19XX POWELL ST,Grandview-Woodland,495344.0416,5459127.5862
Mischief,2026,1,8,12,0,19XX W 1ST AVE,Kitsilano,489233.6953,5457555.5714
Mischief,2026,1,18,9,37,1X E HASTINGS ST,Central Business District,492441.0951,5458743.4818
Mischief,2026,1,5,0,27,1X E PENDER ST,Central Business District,492430.5284,5458637.4185
Mischief,2026,1,25,0,0,20XX TRIUMPH ST,Grandview-Woodland,495425.2469,5459025.3442
Mischief,2026,1,16,2,56,20XX W 45TH AVE,Kerrisdale,488723.2956,5453126.1602
Mischief,2026,2,12,22,57,20XX W 53RD AVE,Kerrisdale,488798.1817,5452243.2011
Mischief,2026,1,14,0,40,20XX WALL ST,Grandview-Woodland,495504.9524,5459265.4061
Mischief,2026,1,28,17,43,21XX ASH ST,Fairview,491463.2049,5457051.817
Mischief,2026,1,29,16,0,21XX E 10TH AVE,Kensington-Cedar Cottage,495614.0193,5456500.4842
Mischief,2026,1,10,17,0,18XX W 16TH AVE,Kitsilano,489355.9998,5456061.2727
Mischief,2026,2,10,15,18,22XX W 41ST AVE,Arbutus Ridge,488471.8252,5453555.3365
Mischief,2026,1,18,18,35,23XX CAMBIE ST,Mount Pleasant,491655.4669,5456828.535
Mischief,2026,1,2,18,40,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
Mischief,2026,2,8,10,45,23XX NANAIMO ST,Hastings-Sunrise,495887.7612,5456748.9232
Mischief,2026,2,8,2,6,23XX OXFORD ST,Grandview-Woodland,495830.8499,5459222.8133
Mischief,2026,1,22,21,50,23XX SCOTIA ST,Mount Pleasant,492809.1207,5456866.0802
Mischief,2026,2,2,22,30,24XX FRASER ST,Mount Pleasant,493511.1683,5456676.9469
Mischief,2026,1,11,18,0,24XX HEATHER ST,Fairview,491284.556,5456793.9273
Mischief,2026,1,19,11,43,25XX CAROLINA ST,Mount Pleasant,493371.2045,5456627.7971
Mischief,2026,1,11,0,47,25XX E HASTINGS ST,Hastings-Sunrise,496090.5314,5458718.3271
Mischief,2026,1,17,0,0,25XX GRANT ST,Hastings-Sunrise,496199.5781,5457619.3818
Mischief,2026,1,22,23,18,25XX HEMLOCK ST,Fairview,490093.5526,5456747.5201
Mischief,2026,1,10,10,0,1XX KEEFER ST,Central Business District,492607.3216,5458525.5575
Mischief,2026,1,11,3,35,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Mischief,2026,2,3,19,58,1XX KEEFER ST,Central Business District,492707.1102,5458526.7604
Mischief,2026,1,27,0,30,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
Mischief,2026,2,1,3,20,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
Mischief,2026,1,25,0,1,1XX LAKEWOOD DR,Grandview-Woodland,495511.6491,5459003.0755
Mischief,2026,1,27,18,0,1XX N KOOTENAY ST,Hastings-Sunrise,498135.1743,5459215.8416
Mischief,2026,1,28,12,0,1XX N KOOTENAY ST,Hastings-Sunrise,498135.1743,5459215.8416
Mischief,2026,1,29,17,15,1XX N KOOTENAY ST,Hastings-Sunrise,498135.1743,5459215.8416
Mischief,2026,1,29,15,0,1XX N KOOTENAY ST [IFO 149 N KOOTENAY ST,Hastings-Sunrise,498135.1743,5459215.8416
Mischief,2026,1,26,18,30,1XX N RENFREW ST,Hastings-Sunrise,496800.8425,5459219.3308
Mischief,2026,1,21,9,13,1XX NATIONAL AVE,Central Business District,492590.7453,5458017.0858
Mischief,2026,2,3,17,51,1XX PRINCESS AVE,Strathcona,493359.9212,5459020.1421
Mischief,2026,2,4,11,47,1XX PRINCESS AVE,Strathcona,493359.9212,5459020.1421
Mischief,2026,2,6,0,0,1XX ROBSON ST,Central Business District,491706.5496,5458318.7277
Mischief,2026,1,6,19,0,1XX UNION ST,Central Business District,492626.622,5458332.4619
Mischief,2026,1,10,17,30,1XX W 49TH AVE,Oakridge,491965.5626,5452577.4188
Mischief,2026,1,2,0,45,1XX W 4TH AVE,Mount Pleasant,492136.5682,5457186.5082
Mischief,2026,2,6,12,0,1XX W 5TH AVE,Mount Pleasant,492136.0298,5457098.2477
Mischief,2026,1,5,13,25,27XX NAPIER ST,Hastings-Sunrise,496416.8107,5458020.3981
Mischief,2026,1,30,5,0,28XX ASH ST,Fairview,491444.9706,5456376.0845
Mischief,2026,1,19,18,30,28XX E 12TH AVE,Renfrew-Collingwood,496745.8984,5456276.8074
Mischief,2026,1,17,9,45,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Mischief,2026,2,2,9,30,1XX WATER ST,Central Business District,492204.6478,5459031.2779
Mischief,2026,1,7,2,46,1XX WATER ST,Central Business District,492241.4827,5459021.4409
Mischief,2026,2,8,16,33,29XX E 22ND AVE,Renfrew-Collingwood,496820.6466,5455313.6346
Mischief,2026,1,26,18,0,29XX VIRTUAL WAY,Renfrew-Collingwood,496844.0509,5456471.296
Mischief,2026,2,2,14,30,2X TEMPLETON DR,Grandview-Woodland,495653.0544,5459088.3422
Mischief,2026,1,24,7,22,2XX ABBOTT ST,Central Business District,492247.2487,5458986.5192
Mischief,2026,2,9,7,43,2XX ABBOTT ST,Central Business District,492254.3191,5458977.4064
Mischief,2026,1,19,1,19,2XX ABBOTT ST,Central Business District,492257.1691,5458988.3162
Mischief,2026,1,13,10,46,2XX ABBOTT ST,Central Business District,492261.9986,5459006.8031
Mischief,2026,1,21,23,59,2XX ALEXANDER ST,Strathcona,492767.8903,5459039.1965
Mischief,2026,1,22,8,37,2XX ALEXANDER ST,Strathcona,492767.8903,5459039.1965
Mischief,2026,1,23,0,1,2XX ALEXANDER ST,Strathcona,492859.0595,5459045.087
Mischief,2026,1,7,8,51,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2026,2,3,22,0,2XX BURRARD ST,Central Business District,491602.6577,5459485.0197
Mischief,2026,1,10,17,6,21XX W 13TH AVE,Kitsilano,488855.178,5456371.7997
Mischief,2026,1,4,22,7,21XX W 7TH AVE,Kitsilano,488724.4362,5456990.5562
Mischief,2026,1,22,22,35,22XX E 11TH AVE,Kensington-Cedar Cottage,495674.9328,5456398.5145
Mischief,2026,1,19,10,0,22XX E BROADWAY AVE,Grandview-Woodland,495674.5792,5456615.6684
Mischief,2026,1,28,14,45,2XX GORE AVE,Strathcona,492890.2176,5458923.7151
Mischief,2026,1,3,3,11,2XX GRANVILLE ST,Central Business District,491833.5672,5459286.8751
Mischief,2026,1,18,2,5,2XX GRANVILLE ST,Central Business District,491833.5672,5459286.8751
Mischief,2026,2,2,2,5,2XX GRANVILLE ST,Central Business District,491833.5672,5459286.8751
Mischief,2026,1,22,10,10,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Mischief,2026,1,25,12,0,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Mischief,2026,1,28,9,45,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Mischief,2026,1,30,23,48,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Mischief,2026,2,8,16,30,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Mischief,2026,2,12,3,16,2XX GRANVILLE ST,Central Business District,491834.3586,5459287.6725
Mischief,2026,2,2,2,18,2XX HAWKS AVE,Strathcona,493670.594,5458863.4017
Mischief,2026,2,4,17,0,2XX HAWKS AVE,Strathcona,493671.9526,5458913.2595
Mischief,2026,1,17,21,59,2XX HEATLEY AVE,Strathcona,493498.1638,5458915.0182
Mischief,2026,1,18,20,0,2XX JACKSON AVE,Strathcona,493215.6171,5458923.6049
Mischief,2026,1,15,10,18,2XX MAIN ST,Strathcona,492762.558,5458918.0293
Mischief,2026,1,24,20,0,2XX POWELL ST,Strathcona,492765.8292,5458937.6952
Mischief,2026,1,25,19,0,2XX POWELL ST,Strathcona,492765.8292,5458937.6952
Mischief,2026,2,8,21,0,2XX POWELL ST,Strathcona,492851.0043,5458944.2503
Mischief,2026,1,15,11,30,2XX PRINCESS AVE,Strathcona,493356.6795,5458919.3871
Mischief,2026,1,20,10,0,2XX PRINCESS AVE,Strathcona,493356.6795,5458919.3871
Mischief,2026,1,25,1,51,2XX PRINCESS AVE,Strathcona,493356.6795,5458919.3871
Mischief,2026,1,12,23,59,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494924.705,5456496.7831
Mischief,2026,1,1,11,33,26XX E 38TH AVE,Renfrew-Collingwood,496146.8706,5453683.4492
Mischief,2026,1,19,21,0,26XX E 49TH AVE,Victoria-Fraserview,496023.6479,5452443.5197
Mischief,2026,1,5,14,10,26XX MAIN ST,Mount Pleasant,492656.0914,5456583.6183
Mischief,2026,1,17,12,55,26XX RUPERT ST,Renfrew-Collingwood,497555.1995,5456473.1842
Mischief,2026,1,19,0,36,26XX W BROADWAY AVE,Kitsilano,488014.9982,5456826.3171
Mischief,2026,1,15,17,0,30XX HEATHER ST,Fairview,491266.0469,5456133.2619
Mischief,2026,1,31,16,0,30XX MADDAMS ST,Kensington-Cedar Cottage,494535.3169,5456012.9854
Mischief,2026,1,25,17,42,30XX PRINCE EDWARD ST,Mount Pleasant,492978.4845,5456106.4027
Mischief,2026,1,21,14,5,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4329,5456098.4605
Mischief,2026,1,25,18,30,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4329,5456098.4605
Mischief,2026,1,8,6,0,30XX PRINCE EDWARD ST,Mount Pleasant,492987.4896,5456100.734
Mischief,2026,1,2,18,46,30XX W 10TH AVE,Kitsilano,487474.9742,5456732.3447
